Start,End,Multiday,ID,Name,Type,Description,Location,Camp,Camp website,Email,Event website
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",Y,41808,Yummy Potstickers!,Food & Drink,Serving up delicious Potstickers for all to partake. Please bring your own plate/fork. Radical Self-Reliance!,Porta Party,Porta Party,http://www.campporta.org,,https://playaevents.burningman.org/2023/playa_event/41808/
"08/31/2023, 6:00 PM","08/31/2023, 8:00 PM",Y,41808,Yummy Potstickers!,Food & Drink,Serving up delicious Potstickers for all to partake. Please bring your own plate/fork. Radical Self-Reliance!,Porta Party,Porta Party,http://www.campporta.org,,https://playaevents.burningman.org/2023/playa_event/41808/
"09/01/2023, 6:00 PM","09/01/2023, 8:00 PM",Y,41808,Yummy Potstickers!,Food & Drink,Serving up delicious Potstickers for all to partake. Please bring your own plate/fork. Radical Self-Reliance!,Porta Party,Porta Party,http://www.campporta.org,,https://playaevents.burningman.org/2023/playa_event/41808/
"08/28/2023, 6:00 PM","08/28/2023, 10:00 PM",Y,44549,Open Mic with Nonsense Man,Performance,Come verbalize your thoughts with Nonsense Man and maybe Fractal the Turtle will make an appearance. Come spin a yarn,Speak Easy Stage at Center Camp,,,,https://playaevents.burningman.org/2023/playa_event/44549/
"08/29/2023, 6:00 PM","08/29/2023, 10:00 PM",Y,44549,Open Mic with Nonsense Man,Performance,Come verbalize your thoughts with Nonsense Man and maybe Fractal the Turtle will make an appearance. Come spin a yarn,Speak Easy Stage at Center Camp,,,,https://playaevents.burningman.org/2023/playa_event/44549/
"08/30/2023, 6:00 PM","08/30/2023, 10:00 PM",Y,44549,Open Mic with Nonsense Man,Performance,Come verbalize your thoughts with Nonsense Man and maybe Fractal the Turtle will make an appearance. Come spin a yarn,Speak Easy Stage at Center Camp,,,,https://playaevents.burningman.org/2023/playa_event/44549/
"08/31/2023, 6:00 PM","08/31/2023, 10:00 PM",Y,44549,Open Mic with Nonsense Man,Performance,Come verbalize your thoughts with Nonsense Man and maybe Fractal the Turtle will make an appearance. Come spin a yarn,Speak Easy Stage at Center Camp,,,,https://playaevents.burningman.org/2023/playa_event/44549/
"08/28/2023, 6:00 PM","08/28/2023, 8:00 PM",Y,44789,Dedusting AirGasStation w/Smell-Good-Pit-Stop,Self Care,Dedust yourself and get a spritz of luxury scent to refresh dusty bodies ready for playa adventures.,The Royals,The Royals,http://www.theroyals.world,,https://playaevents.burningman.org/2023/playa_event/44789/
"08/29/2023, 6:00 PM","08/29/2023, 8:00 PM",Y,44789,Dedusting AirGasStation w/Smell-Good-Pit-Stop,Self Care,Dedust yourself and get a spritz of luxury scent to refresh dusty bodies ready for playa adventures.,The Royals,The Royals,http://www.theroyals.world,,https://playaevents.burningman.org/2023/playa_event/44789/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",Y,44789,Dedusting AirGasStation w/Smell-Good-Pit-Stop,Self Care,Dedust yourself and get a spritz of luxury scent to refresh dusty bodies ready for playa adventures.,The Royals,The Royals,http://www.theroyals.world,,https://playaevents.burningman.org/2023/playa_event/44789/
"08/31/2023, 6:00 PM","08/31/2023, 8:00 PM",Y,44789,Dedusting AirGasStation w/Smell-Good-Pit-Stop,Self Care,Dedust yourself and get a spritz of luxury scent to refresh dusty bodies ready for playa adventures.,The Royals,The Royals,http://www.theroyals.world,,https://playaevents.burningman.org/2023/playa_event/44789/
"09/01/2023, 6:00 PM","09/01/2023, 8:00 PM",Y,44789,Dedusting AirGasStation w/Smell-Good-Pit-Stop,Self Care,Dedust yourself and get a spritz of luxury scent to refresh dusty bodies ready for playa adventures.,The Royals,The Royals,http://www.theroyals.world,,https://playaevents.burningman.org/2023/playa_event/44789/
"08/28/2023, 6:00 PM","08/28/2023, 9:00 PM",Y,44786,The Great Firepit of London with Human Marshmallow,Gathering/Party,Firepit with authentic British insults and nightly Human Marshmallow Sacrifice.,The Royals,The Royals,http://www.theroyals.world,sam@sepp.com,https://playaevents.burningman.org/2023/playa_event/44786/
"08/29/2023, 6:00 PM","08/29/2023, 9:00 PM",Y,44786,The Great Firepit of London with Human Marshmallow,Gathering/Party,Firepit with authentic British insults and nightly Human Marshmallow Sacrifice.,The Royals,The Royals,http://www.theroyals.world,sam@sepp.com,https://playaevents.burningman.org/2023/playa_event/44786/
"08/30/2023, 6:00 PM","08/30/2023, 9:00 PM",Y,44786,The Great Firepit of London with Human Marshmallow,Gathering/Party,Firepit with authentic British insults and nightly Human Marshmallow Sacrifice.,The Royals,The Royals,http://www.theroyals.world,sam@sepp.com,https://playaevents.burningman.org/2023/playa_event/44786/
"08/31/2023, 6:00 PM","08/31/2023, 9:00 PM",Y,44786,The Great Firepit of London with Human Marshmallow,Gathering/Party,Firepit with authentic British insults and nightly Human Marshmallow Sacrifice.,The Royals,The Royals,http://www.theroyals.world,sam@sepp.com,https://playaevents.burningman.org/2023/playa_event/44786/
"09/01/2023, 6:00 PM","09/01/2023, 9:00 PM",Y,44786,The Great Firepit of London with Human Marshmallow,Gathering/Party,Firepit with authentic British insults and nightly Human Marshmallow Sacrifice.,The Royals,The Royals,http://www.theroyals.world,sam@sepp.com,https://playaevents.burningman.org/2023/playa_event/44786/
"08/28/2023, 6:00 PM","08/28/2023, 8:00 PM",Y,44795,Flamed Breton Crêpes,Food & Drink,"Enjoy some delicious full-sized crêpes made by real Breton people, the crêpe's original birthplace!",Burning My Crêpe,Burning My Crêpe,,,https://playaevents.burningman.org/2023/playa_event/44795/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",Y,44795,Flamed Breton Crêpes,Food & Drink,"Enjoy some delicious full-sized crêpes made by real Breton people, the crêpe's original birthplace!",Burning My Crêpe,Burning My Crêpe,,,https://playaevents.burningman.org/2023/playa_event/44795/
"09/01/2023, 6:00 PM","09/01/2023, 8:00 PM",Y,44795,Flamed Breton Crêpes,Food & Drink,"Enjoy some delicious full-sized crêpes made by real Breton people, the crêpe's original birthplace!",Burning My Crêpe,Burning My Crêpe,,,https://playaevents.burningman.org/2023/playa_event/44795/
"08/28/2023, 6:00 PM","08/29/2023, 12:00 AM",Y,41977,24 Hour Lounge,Self Care,"Discover Your Sanctuary at our round the clock retreat- The Perfect Haven to Unwind, Chill, Hydrate and Recharge. Fill",Apokalyptika,Apokalyptika,https://www.kampapokalyptika.com/,,https://playaevents.burningman.org/2023/playa_event/41977/
"08/29/2023, 6:00 PM","08/30/2023, 12:00 AM",Y,41977,24 Hour Lounge,Self Care,"Discover Your Sanctuary at our round the clock retreat- The Perfect Haven to Unwind, Chill, Hydrate and Recharge. Fill",Apokalyptika,Apokalyptika,https://www.kampapokalyptika.com/,,https://playaevents.burningman.org/2023/playa_event/41977/
"08/30/2023, 6:00 PM","08/31/2023, 12:00 AM",Y,41977,24 Hour Lounge,Self Care,"Discover Your Sanctuary at our round the clock retreat- The Perfect Haven to Unwind, Chill, Hydrate and Recharge. Fill",Apokalyptika,Apokalyptika,https://www.kampapokalyptika.com/,,https://playaevents.burningman.org/2023/playa_event/41977/
"08/31/2023, 6:00 PM","09/01/2023, 12:00 AM",Y,41977,24 Hour Lounge,Self Care,"Discover Your Sanctuary at our round the clock retreat- The Perfect Haven to Unwind, Chill, Hydrate and Recharge. Fill",Apokalyptika,Apokalyptika,https://www.kampapokalyptika.com/,,https://playaevents.burningman.org/2023/playa_event/41977/
"09/01/2023, 6:00 PM","09/02/2023, 12:00 AM",Y,41977,24 Hour Lounge,Self Care,"Discover Your Sanctuary at our round the clock retreat- The Perfect Haven to Unwind, Chill, Hydrate and Recharge. Fill",Apokalyptika,Apokalyptika,https://www.kampapokalyptika.com/,,https://playaevents.burningman.org/2023/playa_event/41977/
"09/02/2023, 6:00 PM","09/03/2023, 12:00 AM",Y,41977,24 Hour Lounge,Self Care,"Discover Your Sanctuary at our round the clock retreat- The Perfect Haven to Unwind, Chill, Hydrate and Recharge. Fill",Apokalyptika,Apokalyptika,https://www.kampapokalyptika.com/,,https://playaevents.burningman.org/2023/playa_event/41977/
"09/03/2023, 6:00 PM","09/04/2023, 12:00 AM",Y,41977,24 Hour Lounge,Self Care,"Discover Your Sanctuary at our round the clock retreat- The Perfect Haven to Unwind, Chill, Hydrate and Recharge. Fill",Apokalyptika,Apokalyptika,https://www.kampapokalyptika.com/,,https://playaevents.burningman.org/2023/playa_event/41977/
"08/28/2023, 6:00 PM","08/28/2023, 8:00 PM",Y,44593,Bathe in Healing Music,Live Music,"Let sound magicians take us on a journey from indigenous to ambient to ecstatic. Love, music, and community heals.",Sanctuaria Oasis,,,,https://playaevents.burningman.org/2023/playa_event/44593/
"08/29/2023, 6:00 PM","08/29/2023, 8:00 PM",Y,44593,Bathe in Healing Music,Live Music,"Let sound magicians take us on a journey from indigenous to ambient to ecstatic. Love, music, and community heals.",Sanctuaria Oasis,,,,https://playaevents.burningman.org/2023/playa_event/44593/
"08/30/2023, 6:00 PM","08/30/2023, 8:00 PM",Y,44593,Bathe in Healing Music,Live Music,"Let sound magicians take us on a journey from indigenous to ambient to ecstatic. Love, music, and community heals.",Sanctuaria Oasis,,,,https://playaevents.burningman.org/2023/playa_event/44593/
"09/01/2023, 6:00 PM","09/01/2023, 8:00 PM",Y,44593,Bathe in Healing Music,Live Music,"Let sound magicians take us on a journey from indigenous to ambient to ecstatic. Love, music, and community heals.",Sanctuaria Oasis,,,,https://playaevents.burningman.org/2023/playa_event/44593/
"08/28/2023, 6:00 PM","08/29/2023, 12:00 AM",Y,44502,Gourmet Smores,Food & Drink,Cum roast smores on dicks sticks find the hole you like!,Whores Smores,Whores Smores,,,https://playaevents.burningman.org/2023/playa_event/44502/
"08/30/2023, 6:00 PM","08/31/2023, 12:00 AM",Y,44502,Gourmet Smores,Food & Drink,Cum roast smores on dicks sticks find the hole you like!,Whores Smores,Whores Smores,,,https://playaevents.burningman.org/2023/playa_event/44502/
"08/28/2023, 6:00 PM","08/29/2023, 12:00 AM",N,44423,Star Anise,Gathering/Party,"Taste the darker flavors we have to offer. Craft cocktails and fire dancing set to music, inspired by this bitter star.",Booty Worship,Booty Worship,,spencer.w.bullock@gmail.com,https://playaevents.burningman.org/2023/playa_event/44423/
"08/28/2023, 6:00 PM","08/28/2023, 7:00 PM",N,42018,Opening Fire Ceremony,Ritual/Ceremony,Crimson Rose extracts fire from the sun & lights a flame in El Diabla. Flame must be kept alive by stoking it all week.,Center Camp,,,,https://playaevents.burningman.org/2023/playa_event/42018/
"08/28/2023, 6:00 PM","08/29/2023, 12:00 AM",Y,44390,Burning Croquet,Fire/Spectacle,A game of croquet played with flaming balls and flaming hoops hosted by Nevada’s only registered croquet club.,Burning Man County Croquet Club,Burning Man County Croquet Club,,,https://playaevents.burningman.org/2023/playa_event/44390/
"08/30/2023, 6:00 PM","08/31/2023, 12:00 AM",Y,44390,Burning Croquet,Fire/Spectacle,A game of croquet played with flaming balls and flaming hoops hosted by Nevada’s only registered croquet club.,Burning Man County Croquet Club,Burning Man County Croquet Club,,,https://playaevents.burningman.org/2023/playa_event/44390/
"09/01/2023, 6:00 PM","09/02/2023, 12:00 AM",Y,44390,Burning Croquet,Fire/Spectacle,A game of croquet played with flaming balls and flaming hoops hosted by Nevada’s only registered croquet club.,Burning Man County Croquet Club,Burning Man County Croquet Club,,,https://playaevents.burningman.org/2023/playa_event/44390/
"08/28/2023, 6:00 PM","08/28/2023, 7:00 PM",Y,41643,Frozen Margaritas at Brain Freeze,Food & Drink,Open Daily. Join us in our Shaded & Misted Bar. BYOC. Try out our electric chair and vibrating motorcycle.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41643/
"08/29/2023, 6:00 PM","08/29/2023, 7:00 PM",Y,41643,Frozen Margaritas at Brain Freeze,Food & Drink,Open Daily. Join us in our Shaded & Misted Bar. BYOC. Try out our electric chair and vibrating motorcycle.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41643/
"08/30/2023, 6:00 PM","08/30/2023, 7:00 PM",Y,41643,Frozen Margaritas at Brain Freeze,Food & Drink,Open Daily. Join us in our Shaded & Misted Bar. BYOC. Try out our electric chair and vibrating motorcycle.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41643/
"08/31/2023, 6:00 PM","08/31/2023, 7:00 PM",Y,41643,Frozen Margaritas at Brain Freeze,Food & Drink,Open Daily. Join us in our Shaded & Misted Bar. BYOC. Try out our electric chair and vibrating motorcycle.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41643/
"09/01/2023, 6:00 PM","09/01/2023, 7:00 PM",Y,41643,Frozen Margaritas at Brain Freeze,Food & Drink,Open Daily. Join us in our Shaded & Misted Bar. BYOC. Try out our electric chair and vibrating motorcycle.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41643/
"09/02/2023, 6:00 PM","09/02/2023, 7:00 PM",Y,41643,Frozen Margaritas at Brain Freeze,Food & Drink,Open Daily. Join us in our Shaded & Misted Bar. BYOC. Try out our electric chair and vibrating motorcycle.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41643/
"09/03/2023, 6:00 PM","09/03/2023, 7:00 PM",Y,41643,Frozen Margaritas at Brain Freeze,Food & Drink,Open Daily. Join us in our Shaded & Misted Bar. BYOC. Try out our electric chair and vibrating motorcycle.,BRAIN FREEZE CAMP,BRAIN FREEZE CAMP,,p.elischer@comcast.net,https://playaevents.burningman.org/2023/playa_event/41643/
"08/28/2023, 6:00 PM","08/28/2023, 6:30 PM",Y,42101,Twilight Tranquility: Sundown Meditation,Yoga/Movement/Fitness,Find inner peace and serenity with our soothing sundown meditation sessions.,Cosmic Giggle,Cosmic Giggle,http://cosmicgiggle.org/,,https://playaevents.burningman.org/2023/playa_event/42101/
"08/30/2023, 6:00 PM","08/30/2023, 6:30 PM",Y,42101,Twilight Tranquility: Sundown Meditation,Yoga/Movement/Fitness,Find inner peace and serenity with our soothing sundown meditation sessions.,Cosmic Giggle,Cosmic Giggle,http://cosmicgiggle.org/,,https://playaevents.burningman.org/2023/playa_event/42101/
"09/01/2023, 6:00 PM","09/01/2023, 6:30 PM",Y,42101,Twilight Tranquility: Sundown Meditation,Yoga/Movement/Fitness,Find inner peace and serenity with our soothing sundown meditation sessions.,Cosmic Giggle,Cosmic Giggle,http://cosmicgiggle.org/,,https://playaevents.burningman.org/2023/playa_event/42101/
"08/28/2023, 6:00 PM","08/28/2023, 6:15 PM",Y,42090,Free Wifi,Miscellaneous,"Free Wifi No password, router scott. Social media sites blocked.",Snow Cone Zone,Snow Cone Zone,https://www.facebook.com/groups/467553770668899,,https://playaevents.burningman.org/2023/playa_event/42090/
"08/29/2023, 6:00 PM","08/29/2023, 6:15 PM",Y,42090,Free Wifi,Miscellaneous,"Free Wifi No password, router scott. Social media sites blocked.",Snow Cone Zone,Snow Cone Zone,https://www.facebook.com/groups/467553770668899,,https://playaevents.burningman.org/2023/playa_event/42090/
"08/30/2023, 6:00 PM","08/30/2023, 6:15 PM",Y,42090,Free Wifi,Miscellaneous,"Free Wifi No password, router scott. Social media sites blocked.",Snow Cone Zone,Snow Cone Zone,https://www.facebook.com/groups/467553770668899,,https://playaevents.burningman.org/2023/playa_event/42090/
"08/31/2023, 6:00 PM","08/31/2023, 6:15 PM",Y,42090,Free Wifi,Miscellaneous,"Free Wifi No password, router scott. Social media sites blocked.",Snow Cone Zone,Snow Cone Zone,https://www.facebook.com/groups/467553770668899,,https://playaevents.burningman.org/2023/playa_event/42090/
"09/01/2023, 6:00 PM","09/01/2023, 6:15 PM",Y,42090,Free Wifi,Miscellaneous,"Free Wifi No password, router scott. Social media sites blocked.",Snow Cone Zone,Snow Cone Zone,https://www.facebook.com/groups/467553770668899,,https://playaevents.burningman.org/2023/playa_event/42090/
"09/02/2023, 6:00 PM","09/02/2023, 6:15 PM",Y,42090,Free Wifi,Miscellaneous,"Free Wifi No password, router scott. Social media sites blocked.",Snow Cone Zone,Snow Cone Zone,https://www.facebook.com/groups/467553770668899,,https://playaevents.burningman.org/2023/playa_event/42090/
